image,path,uncertainty
0000335_05685_d_0000072.jpg,data\drifted\fog\val\images\0000335_05685_d_0000072.jpg,0.2673
0000287_04601_d_0000780.jpg,data\drifted\fog\val\images\0000287_04601_d_0000780.jpg,0.2567
0000263_02401_d_0000179.jpg,data\drifted\fog\val\images\0000263_02401_d_0000179.jpg,0.2529
0000026_01500_d_0000027.jpg,data\drifted\fog\val\images\0000026_01500_d_0000027.jpg,0.224
0000026_02000_d_0000028.jpg,data\drifted\fog\val\images\0000026_02000_d_0000028.jpg,0.205
0000026_03000_d_0000030.jpg,data\drifted\fog\val\images\0000026_03000_d_0000030.jpg,0.1911
0000026_00000_d_0000024.jpg,data\drifted\fog\val\images\0000026_00000_d_0000024.jpg,0.1904
0000026_04000_d_0000032.jpg,data\drifted\fog\val\images\0000026_04000_d_0000032.jpg,0.1831
0000242_00843_d_0000004.jpg,data\drifted\fog\val\images\0000242_00843_d_0000004.jpg,0.1758
0000103_03738_d_0000032.jpg,data\drifted\fog\val\images\0000103_03738_d_0000032.jpg,0.0125
